ll,name,distance
"43.6591529,-79.3947953",Bloomberg Faculty of Nursing Building,363.0
"43.6591529,-79.3947953",University of Toronto,372.0
"43.6591529,-79.3947953",Lash Miller Chemical Laboratories,392.0
"43.6591529,-79.3947953",Sidney Smith,487.0
"43.6591529,-79.3947953",Sidney Smith Hall,488.0
"43.6591529,-79.3947953",Arbor Room,494.0
"43.6591529,-79.3947953",Hart House Fitness Centre,499.0
"43.6591529,-79.3947953",Hart House Art Committee,500.0
"43.6591529,-79.3947953",Hart House Quad,500.0
"43.6591529,-79.3947953",Statistics Aid Centre,504.0
"43.6591529,-79.3947953",1 Spadina Crescent,510.0
"43.6591529,-79.3947953",Department of Art,535.0
"43.6591529,-79.3947953","University of Toronto, Frequently Called Numbers, Faculty Club of U of T",540.0
"43.6591529,-79.3947953",Banting Reserch Foundation,553.0
"43.6591529,-79.3947953",Mowat Centre,571.0
"43.6591529,-79.3947953",Ramsay Wright Zoological Laboratories,588.0
"43.6591529,-79.3947953",University of Toronto Postgraduate Medical Education,615.0
"43.6591529,-79.3947953",The Servery,618.0
"43.6591529,-79.3947953",Munk School of Global Affairs,628.0
"43.6591529,-79.3947953",Faculty of Kinesiology and Physical Education - Registrar's Office,647.0
"43.6591529,-79.3947953",Thomas Fisher Rare Book Library,659.0
"43.6591529,-79.3947953",Athletic Centre Fieldhouse,672.0
"43.6591529,-79.3947953",University of Trinity College,689.0
"43.6591529,-79.3947953",Rotman School of Management,696.0
"43.6591529,-79.3947953",Robarts 3rd Floor,745.0
"43.659055,-79.440764",Supermug Headquarters,80.0
"43.659055,-79.440764",Toronto School of Art,421.0
"43.659055,-79.440764",T dot Tumblers,671.0
"43.659055,-79.440764",Trebas Institute,883.0
"43.659055,-79.440764",Kikkawa College & Teaching Clinic,895.0
"43.659055,-79.440764",Stro1 Ranch,962.0
"43.669576,-79.375961",Canada's National Ballet School,663.0
"43.669576,-79.375961",Trios College,295.0
"43.669576,-79.375961",Branksome Hall Library,385.0
"43.669576,-79.375961",Evoke Learning,481.0
"43.669576,-79.375961",Centre For Education & Training,573.0
"43.669576,-79.375961",CDI College,681.0
"43.669576,-79.375961",Tamwood Language School Toronto,745.0
"43.669576,-79.375961",TutorBright,750.0
"43.669576,-79.375961",Gestalt Institute of Toronto,760.0
"43.669576,-79.375961",Intl Institute Travel,787.0
"43.669576,-79.375961",Toronto Hostels Training Centre,808.0
"43.669576,-79.375961",205 Richmond,817.0
"43.669576,-79.375961",Canadian Centre For Verbatim Studies,827.0
"43.669576,-79.375961",Complections International Academy of Make-up Artistry,855.0
"43.669576,-79.375961",Mentora College of Business & Technology,870.0
"43.669576,-79.375961",Canadian Business College,908.0
"43.669576,-79.375961",North American College,919.0
"43.669576,-79.375961",University of Toronto Student Family Housing,929.0
"43.669576,-79.375961","University of Toronto, Frequently Called Numbers, Student Family Housing",930.0
"43.669576,-79.375961",Access International English Language Centre,935.0
"43.669576,-79.375961",George Brown College Daycare,950.0
"43.669576,-79.375961",HiTech Network Inc,959.0
"43.669576,-79.375961",The Maples Complex,962.0
"43.669576,-79.375961",Neill-Wycik College-Hotel,1001.0
"43.669576,-79.375961",Brain Sensei Inc,1234.0
"43.669576,-79.375961",Ocufa,2224.0
"43.669576,-79.375961",The Living Institute,2785.0
"43.669576,-79.375961",triOS College Business Technology Healthcare,300.0
"43.669576,-79.375961",Trios Corp,300.0
"43.669576,-79.375961",The Accounting Centre,6404.0
"43.669576,-79.375961",Stuview Overseas Service,8207.0
"43.669576,-79.375961",College of Audiologists & Speech-Language Pathologists of Ontario,588.0
"43.669576,-79.375961",College of Kinesiologists,598.0
"43.669576,-79.375961",International Academy of Merchandising and Design Ltd,784.0
"43.669576,-79.375961",Travel Training Career Ctr,796.0
"43.669576,-79.375961",Primrose Student Residence Program,826.0
"43.669576,-79.375961",ESL in Canada,835.0
"43.669576,-79.375961",Trebas Institute,862.0
"43.669576,-79.375961",Regis College,877.0
"43.669576,-79.375961",Charles Street Student Family Housing,943.0
"43.669576,-79.375961",Mericler Inc,984.0
"43.706466,-79.29511",Kumon Math and Reading Center,437.0
"43.646314469245205,-79.44879407014527",Feldenkrais Toronto West,94.0
"43.646314469245205,-79.44879407014527",T dot Tumblers,899.0
"43.646314469245205,-79.44879407014527",Parkdale Community Recreation Centre,957.0
"43.66526761605873,-79.47502122887077",James Culnan Catholic School,965.0
"43.66554144421798,-79.41010317605742",Loretto College School,420.0
"43.66554144421798,-79.41010317605742",JCC Aftercare,469.0
"43.66554144421798,-79.41010317605742",Department of Sociology,544.0
"43.66554144421798,-79.41010317605742",Alliance Francaise,553.0
"43.66554144421798,-79.41010317605742",Tartu College,658.0
"43.66554144421798,-79.41010317605742",University of Toronto-Graduate House,690.0
"43.66554144421798,-79.41010317605742",Sussex Court,732.0
"43.66554144421798,-79.41010317605742","University of Toronto, Varsity Campus Newspaper, Advertising",741.0
"43.66554144421798,-79.41010317605742",Sussex Clubhouse,743.0
"43.66554144421798,-79.41010317605742",Athletic Centre Fieldhouse,762.0
"43.66554144421798,-79.41010317605742",Exams4sure,781.0
"43.66554144421798,-79.41010317605742",Early Learning Centre,789.0
"43.66554144421798,-79.41010317605742",Robarts 3rd Floor,808.0
"43.66554144421798,-79.41010317605742",Wolfond Centre For Jewish Campus Life,810.0
"43.66554144421798,-79.41010317605742",Faculty of Kinesiology and Physical Education - Registrar's Office,811.0
"43.66554144421798,-79.41010317605742",Sigma Chi House Corp,812.0
"43.66554144421798,-79.41010317605742",Department of Economics,835.0
"43.66554144421798,-79.41010317605742",New College Dining Hall,848.0
"43.66554144421798,-79.41010317605742",Enrollment Svc,854.0
"43.66554144421798,-79.41010317605742",King Edward Junior and Senior Public School,857.0
"43.66554144421798,-79.41010317605742","Wilson Hall, New College",862.0
"43.66554144421798,-79.41010317605742",Clara Benson Building,864.0
"43.66554144421798,-79.41010317605742",Donald G. Ivey Library,866.0
"43.66554144421798,-79.41010317605742",New College Quad,879.0
"43.66554144421798,-79.41010317605742","University of Toronto, Frequently Called Numbers, Faculty Club of U of T",881.0
"43.66554144421798,-79.41010317605742","Claude T. Bissell Building, Faculty of Information",884.0
"43.66554144421798,-79.41010317605742",BookCamp Toronto,895.0
"43.66554144421798,-79.41010317605742",UNSOC - University of Toronto United Nations Society,897.0
"43.66554144421798,-79.41010317605742",Woodsworth College Students' Association {WCSA},898.0
"43.66554144421798,-79.41010317605742",Thomas Fisher Rare Book Library,903.0
"43.66554144421798,-79.41010317605742",University of Toronto,909.0
"43.66554144421798,-79.41010317605742",Centre for Teaching Support and Innovation,916.0
"43.66554144421798,-79.41010317605742",Ontario Alpha Chapter of Phi Delta Theta,916.0
"43.66554144421798,-79.41010317605742",Rush Phi Kappa Sigma Toronto - Fall 2014,921.0
"43.66554144421798,-79.41010317605742",Ramsay Wright Zoological Laboratories,921.0
"43.66554144421798,-79.41010317605742",University of Toronto,924.0
"43.66554144421798,-79.41010317605742",Rotman Finance Lab,926.0
"43.66554144421798,-79.41010317605742",Koffler House,926.0
"43.66554144421798,-79.41010317605742",Rotman School of Management,930.0
"43.66554144421798,-79.41010317605742",Desautels Centre For Integrative Thinking,930.0
"43.66554144421798,-79.41010317605742",OISE University of Toronto,934.0
"43.66554144421798,-79.41010317605742",Statistics Aid Centre,947.0
"43.66554144421798,-79.41010317605742",Department of Art,951.0
"43.66554144421798,-79.41010317605742",The Howl Offices,958.0
"43.66554144421798,-79.41010317605742",1 Spadina Crescent,970.0
"43.66554144421798,-79.41010317605742",St. Hildas College,970.0
"43.66554144421798,-79.41010317605742",Centre de recherches en éducation franco-ontar ienne - CREFO,980.0
"43.66554144421798,-79.41010317605742",Sidney Smith Hall,982.0
"43.66554144421798,-79.41010317605742",University of Toronto First Nations House,985.0
"43.66554144421798,-79.41010317605742",North Borden Building,989.0
"43.77649016265579,-79.5085364909097","West Office Building, York University",170.0
"43.77649016265579,-79.5085364909097",York Lions Stadium,238.0
"43.77649016265579,-79.5085364909097",Life Science Building,282.0
"43.77649016265579,-79.5085364909097",Steacie Science & Engineering Library,355.0
"43.77649016265579,-79.5085364909097",Chemistry Building,356.0
"43.77649016265579,-79.5085364909097",Lumbers Building,367.0
"43.77649016265579,-79.5085364909097",Norman Bethune Residence,370.0
"43.77649016265579,-79.5085364909097",Bethune College,386.0
"43.77649016265579,-79.5085364909097",Tait McKenzie Fitness Centre,392.0
"43.77649016265579,-79.5085364909097",York University - Stong College,410.0
"43.77649016265579,-79.5085364909097",Lassonde Building,411.0
"43.77649016265579,-79.5085364909097",UPSA Office,433.0
"43.77649016265579,-79.5085364909097",Curtis Lecture Hall - York University,433.0
"43.77649016265579,-79.5085364909097",Stong Residence,434.0
"43.77649016265579,-79.5085364909097",Dynamacs,462.0
"43.77649016265579,-79.5085364909097",McLaughlin College,471.0
"43.77649016265579,-79.5085364909097","McLaughlin College Alumni, York University",479.0
"43.77649016265579,-79.5085364909097","Tatham Hall, York University",485.0
"43.77649016265579,-79.5085364909097","Stedman Lecture Halls, York University",495.0
"43.77649016265579,-79.5085364909097",Vanier College Productions,503.0
"43.77649016265579,-79.5085364909097",Bergeron Centre for Engineeering Excellence,509.0
"43.77649016265579,-79.5085364909097",Scott Library - York University,514.0
"43.77649016265579,-79.5085364909097","York University, Club Infinity",517.0
"43.77649016265579,-79.5085364909097",Rejuvenate: Oacuho Spring Conference,521.0
"43.77649016265579,-79.5085364909097",Ross - S203,522.0
"43.77649016265579,-79.5085364909097",Graduate Reading Room at Scott Library,533.0
"43.77649016265579,-79.5085364909097",Winters College,534.0
"43.77649016265579,-79.5085364909097",Catholic Chaplaincy at York University,536.0
"43.77649016265579,-79.5085364909097",Vari Hall,548.0
"43.77649016265579,-79.5085364909097",York Federation of Students,552.0
"43.77649016265579,-79.5085364909097",IRSAY - International Relations Student Association at York,553.0
"43.77649016265579,-79.5085364909097","York University, Ross Building",562.0
"43.77649016265579,-79.5085364909097","Languages, Literature and Linguistics Departmental Lounge",596.0
"43.77649016265579,-79.5085364909097",MBA Program in Arts and Media Administration,604.0
"43.77649016265579,-79.5085364909097","Sociology Dept., Vari Hall",608.0
"43.77649016265579,-79.5085364909097","Accolade West, Room 106",625.0
"43.77649016265579,-79.5085364909097",York International,627.0
"43.77649016265579,-79.5085364909097","York University, Accolade West Building",645.0
"43.77649016265579,-79.5085364909097",TEL Café,688.0
"43.77649016265579,-79.5085364909097",Centre For Film and Theatre,689.0
"43.77649016265579,-79.5085364909097",York University - Keele Campus,704.0
"43.77649016265579,-79.5085364909097",Osgoode Hall Law School,716.0
"43.77649016265579,-79.5085364909097",Osgoode Hall Law School Library,765.0
"43.77649016265579,-79.5085364909097",Atkinson Professional Accounting Association,786.0
"43.77649016265579,-79.5085364909097",Student Community & Leadership Development - York University,792.0
"43.77649016265579,-79.5085364909097",Victor Phillip Dahdaleh Building,805.0
"43.77649016265579,-79.5085364909097",Atkinson Residence,806.0
"43.77649016265579,-79.5085364909097",York University - eServices Office,810.0
"43.77649016265579,-79.5085364909097",York University - Data Integrity,839.0
"43.77649016265579,-79.5085364909097",Accolade East Building,843.0
"43.655431,-79.380653",Ryerson Recreation and Athletics Centre,351.0
"43.655431,-79.380653",Chestnut Residence,398.0
"43.655431,-79.380653",Ryerson University Human Resources,102.0
"43.655431,-79.380653",Victoria Building,158.0
"43.655431,-79.380653",TRSM Career Development & Employment Partnership Centre,166.0
"43.655431,-79.380653",Ted Rogers School of Management,169.0
"43.655431,-79.380653",Information Technology Management Student Association,177.0
"43.655431,-79.380653",Creative Innovation Studio,215.0
"43.655431,-79.380653",Campus Facilities & Sustainability,222.0
"43.655431,-79.380653",Ryerson University Student Learning Centre,239.0
"43.655431,-79.380653",Infoscape Research Lab,251.0
"43.655431,-79.380653",Kerr Hall West Room 057,269.0
"43.655431,-79.380653",Ryerson University School of Image Arts,272.0
"43.655431,-79.380653",HEI 201 GCM Lecture Hall,275.0
"43.655431,-79.380653",Ryerson University,278.0
"43.655431,-79.380653",Ryerson University Library 4th Floor,281.0
"43.655431,-79.380653",University of Liverpool Online Degress - Information Session,301.0
"43.655431,-79.380653",POD Building,321.0
"43.655431,-79.380653",Ryerson Aboriginal Student Svc,349.0
"43.655431,-79.380653",Toronto Metropolitan University Park,372.0
"43.655431,-79.380653",Kerr Hall West Gym,375.0
"43.655431,-79.380653",Rye High Eng,381.0
"43.655431,-79.380653",Ryerson University Quad,384.0
"43.655431,-79.380653",Rogers Communucation Centre,386.0
"43.655431,-79.380653",Ryerson Hub Cafeteria,415.0
"43.655431,-79.380653",VerveSmith - Independent Educational Consultants,549.0
"43.655431,-79.380653",Modern Literature and Culture Research Centre,605.0
"43.655431,-79.380653",Neill-Wycik College-Hotel,632.0
"43.655431,-79.380653",Mowat Centre,647.0
"43.655431,-79.380653",CMU College of Makeup Art & Design,677.0
"43.655431,-79.380653",University of Toronto Postgraduate Medical Education,705.0
"43.655431,-79.380653",Dorothy H. Hoover Library - OCAD University,749.0
"43.655431,-79.380653",Wilfrid Laurier University - MBA School,795.0
"43.655431,-79.380653",George Brown College St. James,800.0
"43.655431,-79.380653",Banting Reserch Foundation,806.0
"43.655431,-79.380653",Martin Prosperity Institute,827.0
"43.655431,-79.380653",OCAD at 230 Richmond,857.0
"43.655431,-79.380653",George Brown College St. James Campus,877.0
"43.655431,-79.380653",Samuel Lunenfield Research Institute,879.0
"43.655431,-79.380653",George Brown College Gym,885.0
"43.655431,-79.380653",OCAD University Tabletop,890.0
"43.655431,-79.380653",HiTech Network Inc,898.0
"43.655431,-79.380653",George Brown College LIAD 224A,920.0
"43.655431,-79.380653",George Brown College Centre for Hospitality and Culinary Arts,929.0
"43.655431,-79.380653",George Brown College - Transitions to Post-Secondary Education,955.0
"43.655431,-79.380653",Good Food Market at GBC - St. James Campus,957.0
"43.655431,-79.380653",Social Body Lab,959.0
"43.655431,-79.380653",George Brown College - Centre for Preparatory & Liberal Studies,973.0
"43.655431,-79.380653",OCAD Graduate Studies,974.0
"43.655431,-79.380653",Toronto Centre For Phenogenomics,988.0
"43.65351799690878,-79.38591063795928",Ryerson Recreation and Athletics Centre,762.0
"43.65351799690878,-79.38591063795928",Chestnut Residence,86.0
"43.65351799690878,-79.38591063795928",VerveSmith - Independent Educational Consultants,161.0
"43.65351799690878,-79.38591063795928",Dorothy H. Hoover Library - OCAD University,297.0
"43.65351799690878,-79.38591063795928",University of Toronto Postgraduate Medical Education,338.0
"43.65351799690878,-79.38591063795928",TRSM Career Development & Employment Partnership Centre,339.0
"43.65351799690878,-79.38591063795928",Information Technology Management Student Association,345.0
"43.65351799690878,-79.38591063795928",Ted Rogers School of Management,347.0
"43.65351799690878,-79.38591063795928",University of Liverpool Online Degress - Information Session,372.0
"43.65351799690878,-79.38591063795928",Mowat Centre,418.0
"43.65351799690878,-79.38591063795928",OCAD at 230 Richmond,421.0
"43.65351799690878,-79.38591063795928",OCAD University Tabletop,428.0
"43.65351799690878,-79.38591063795928",Ryerson University Human Resources,437.0
"43.65351799690878,-79.38591063795928",Social Body Lab,532.0
"43.65351799690878,-79.38591063795928",Wilfrid Laurier University - MBA School,552.0
